,date,location,sales
799,2020-03-04,Mumbai,5020
800,2020-01-01,Banglore,7789
801,2020-02-29,Delhi,7022
802,2020-02-12,Mumbai,9593
803,2020-02-29,Delhi,8330
804,2020-04-07,Banglore,2317
805,2020-03-15,Banglore,8069
806,2020-03-28,Mumbai,6711
807,2020-03-03,Banglore,7973
808,2020-01-26,Kolkata,8843
809,2020-02-22,Banglore,2017
810,2020-01-27,Banglore,3160
811,2020-04-09,Mumbai,2591
812,2020-05-21,Delhi,4470
813,2020-05-09,Delhi,4686
814,2020-04-05,Delhi,7261
815,2020-01-27,Banglore,9295
816,2020-01-07,Banglore,5374
817,2020-04-29,Delhi,4174
818,2020-02-08,Delhi,6029
819,2020-01-04,Mumbai,8176
820,2020-01-19,Banglore,7655
821,2020-05-24,Mumbai,7324
822,2020-03-09,Delhi,6827
823,2020-03-06,Delhi,9368
824,2020-01-27,Banglore,4865
825,2020-02-11,Kolkata,5853
826,2020-01-26,Kolkata,7926
827,2020-04-21,Banglore,4049
828,2020-01-24,Kolkata,3579
829,2020-04-28,Kolkata,8404
830,2020-03-16,Kolkata,9328
831,2020-04-19,Kolkata,8303
832,2020-04-11,Banglore,8425
833,2020-03-09,Delhi,6616
834,2020-01-30,Mumbai,4342
835,2020-05-25,Delhi,3860
836,2020-03-21,Kolkata,6396
837,2020-04-06,Mumbai,9126
838,2020-04-15,Mumbai,9501
839,2020-02-08,Kolkata,8955
840,2020-05-06,Delhi,6074
841,2020-05-15,Banglore,3445
842,2020-01-24,Kolkata,8239
843,2020-01-27,Kolkata,3410
844,2020-02-01,Delhi,5604
845,2020-03-05,Mumbai,3508
846,2020-03-19,Mumbai,9553
847,2020-05-23,Delhi,6515
848,2020-04-24,Delhi,7961
849,2020-03-03,Delhi,9838
850,2020-02-12,Delhi,6417
851,2020-02-11,Kolkata,8330
852,2020-02-13,Banglore,5708
853,2020-04-10,Kolkata,5668
854,2020-04-21,Kolkata,4438
855,2020-05-01,Kolkata,8601
856,2020-05-06,Banglore,5917
857,2020-02-14,Banglore,9908
858,2020-04-25,Banglore,3324
859,2020-05-22,Mumbai,2781
860,2020-03-17,Delhi,3427
861,2020-02-03,Mumbai,5239
862,2020-04-07,Delhi,4895
863,2020-04-20,Banglore,8148
864,2020-01-09,Delhi,2969
865,2020-03-01,Banglore,8738
866,2020-01-11,Delhi,5346
867,2020-05-24,Banglore,4953
868,2020-02-23,Mumbai,7391
869,2020-02-27,Delhi,9675
870,2020-04-07,Banglore,4545
871,2020-03-04,Banglore,8706
872,2020-01-22,Kolkata,2511
873,2020-05-21,Mumbai,4379
874,2020-05-15,Kolkata,8202
875,2020-03-16,Delhi,9628
876,2020-02-10,Mumbai,8290
877,2020-03-31,Banglore,8346
878,2020-05-15,Mumbai,7341
879,2020-03-12,Mumbai,4134
880,2020-02-20,Mumbai,8234
881,2020-05-18,Delhi,2812
882,2020-01-14,Mumbai,6093
883,2020-04-06,Mumbai,2754
884,2020-01-23,Kolkata,7262
885,2020-05-04,Mumbai,2487
886,2020-01-22,Delhi,5721
887,2020-02-14,Mumbai,4605
888,2020-05-21,Delhi,4798
889,2020-01-28,Delhi,2032
890,2020-04-05,Banglore,3514
891,2020-05-17,Mumbai,3168
892,2020-01-31,Banglore,3576
893,2020-02-15,Kolkata,5139
894,2020-04-10,Banglore,5602
895,2020-02-02,Delhi,8856
896,2020-04-01,Kolkata,5332
897,2020-02-14,Delhi,7246
898,2020-04-13,Delhi,7536
899,2020-05-05,Banglore,3596
900,2020-02-16,Mumbai,3878
901,2020-01-26,Mumbai,8612
902,2020-01-20,Mumbai,5431
903,2020-04-08,Delhi,8200
904,2020-05-03,Banglore,8672
905,2020-05-05,Banglore,7702
906,2020-02-26,Mumbai,5379
907,2020-03-19,Kolkata,9733
908,2020-03-07,Mumbai,2935
909,2020-04-17,Banglore,5821
910,2020-03-20,Banglore,9582
911,2020-05-20,Delhi,3423
912,2020-02-14,Delhi,2361
913,2020-01-22,Mumbai,5515
914,2020-04-12,Banglore,6187
915,2020-04-29,Kolkata,8921
916,2020-04-29,Mumbai,9410
917,2020-02-28,Banglore,9938
918,2020-04-11,Delhi,4087
919,2020-03-26,Delhi,7347
920,2020-04-12,Mumbai,4699
921,2020-03-01,Kolkata,5774
922,2020-05-02,Banglore,9037
923,2020-04-21,Banglore,5907
924,2020-05-18,Kolkata,4718
925,2020-02-17,Kolkata,5348
926,2020-04-08,Mumbai,4495
927,2020-05-26,Banglore,5657
928,2020-02-05,Delhi,9166
929,2020-01-31,Mumbai,5173
930,2020-05-19,Mumbai,6181
931,2020-05-02,Kolkata,5442
932,2020-05-12,Mumbai,5062
933,2020-02-24,Mumbai,3008
934,2020-01-22,Banglore,2829
935,2020-05-13,Delhi,6665
936,2020-02-02,Banglore,6836
937,2020-04-07,Mumbai,2269
938,2020-01-24,Delhi,4302
939,2020-04-02,Banglore,6666
940,2020-04-08,Banglore,3788
941,2020-01-01,Banglore,7240
942,2020-01-12,Mumbai,5576
943,2020-03-02,Kolkata,6537
944,2020-04-10,Banglore,3272
945,2020-01-27,Delhi,7930
946,2020-05-08,Banglore,3997
947,2020-05-11,Delhi,5527
948,2020-05-16,Kolkata,6142
949,2020-01-08,Mumbai,8873
950,2020-02-20,Banglore,7534
951,2020-02-26,Kolkata,2560
952,2020-04-17,Delhi,7833
953,2020-02-13,Delhi,4876
954,2020-01-24,Banglore,6356
955,2020-03-17,Kolkata,2573
956,2020-04-20,Kolkata,9306
957,2020-03-27,Delhi,9173
958,2020-04-18,Kolkata,3717
959,2020-01-22,Delhi,3274
960,2020-02-28,Mumbai,9884
961,2020-01-03,Delhi,8430
962,2020-01-14,Mumbai,5331
963,2020-01-11,Banglore,5605
964,2020-04-02,Mumbai,3734
965,2020-02-05,Mumbai,4145
966,2020-01-01,Banglore,5780
967,2020-03-21,Kolkata,8206
968,2020-04-12,Kolkata,5424
969,2020-02-29,Kolkata,7541
970,2020-05-17,Mumbai,7891
971,2020-01-29,Kolkata,5341
972,2020-03-24,Banglore,4702
973,2020-05-30,Mumbai,2708
974,2020-05-21,Banglore,7878
975,2020-01-05,Banglore,8256
976,2020-01-29,Banglore,9883
977,2020-03-06,Delhi,4702
978,2020-02-04,Mumbai,5121
979,2020-03-08,Mumbai,5407
980,2020-01-22,Delhi,5384
981,2020-02-10,Banglore,6725
982,2020-01-11,Mumbai,6798
983,2020-05-29,Mumbai,3372
984,2020-05-01,Mumbai,7684
985,2020-05-09,Mumbai,8199
986,2020-01-17,Kolkata,8106
987,2020-05-06,Delhi,5040
988,2020-03-17,Delhi,3173
989,2020-03-05,Banglore,8678
990,2020-04-24,Banglore,3801
991,2020-04-05,Mumbai,4848
992,2020-03-24,Kolkata,9528
993,2020-05-09,Delhi,8536
994,2020-01-17,Kolkata,9304
995,2020-03-01,Kolkata,4910
996,2020-05-13,Kolkata,5378
997,2020-02-26,Mumbai,4271
998,2020-05-17,Banglore,7571
999,2020-05-04,Banglore,9259
1000,2020-01-03,Mumbai,3651
1001,2020-03-06,Delhi,8333
1002,2020-02-21,Mumbai,5838
1003,2020-02-01,Mumbai,4974
1004,2020-04-17,Delhi,5519
1005,2020-05-31,Mumbai,6709
1006,2020-05-04,Kolkata,8092
1007,2020-04-18,Delhi,5063
1008,2020-05-30,Mumbai,9017
1009,2020-05-12,Banglore,8583
1010,2020-04-18,Mumbai,7706
1011,2020-03-18,Delhi,7992
1012,2020-03-11,Delhi,3576
1013,2020-01-12,Banglore,5149
1014,2020-02-24,Banglore,7133
1015,2020-01-13,Kolkata,4984
1016,2020-05-23,Kolkata,7967
1017,2020-04-28,Kolkata,5414
1018,2020-03-24,Mumbai,2578
1019,2020-04-03,Kolkata,7779
1020,2020-03-03,Banglore,5304
1021,2020-03-17,Kolkata,9843
1022,2020-05-19,Delhi,7253
1023,2020-01-25,Mumbai,4365
1024,2020-01-10,Kolkata,7256
1025,2020-02-16,Kolkata,2743
1026,2020-02-16,Delhi,9814
1027,2020-02-18,Kolkata,3943
1028,2020-04-18,Delhi,7250
1029,2020-02-24,Kolkata,8607
1030,2020-04-17,Banglore,3083
1031,2020-02-21,Banglore,9772
1032,2020-05-24,Delhi,6507
1033,2020-05-01,Banglore,5846
1034,2020-03-21,Kolkata,4715
1035,2020-03-14,Banglore,9382
1036,2020-01-20,Banglore,5448
1037,2020-05-29,Kolkata,5313
1038,2020-02-07,Mumbai,9396
1039,2020-03-05,Mumbai,2413
1040,2020-03-10,Banglore,3418
1041,2020-04-09,Mumbai,3973
1042,2020-01-05,Delhi,7797
1043,2020-03-29,Banglore,2945
1044,2020-04-15,Delhi,2256
1045,2020-03-23,Banglore,8764
1046,2020-02-26,Mumbai,4870
1047,2020-01-27,Delhi,2081
1048,2020-05-20,Mumbai,4140
1049,2020-03-11,Delhi,5073
1050,2020-04-26,Banglore,8202
1051,2020-04-03,Kolkata,2068
1052,2020-04-07,Delhi,9831
1053,2020-05-09,Kolkata,3074
1054,2020-02-09,Kolkata,8060
1055,2020-01-29,Mumbai,7251
1056,2020-02-13,Mumbai,8412
1057,2020-01-12,Delhi,6587
1058,2020-04-01,Kolkata,9199
1059,2020-04-08,Kolkata,3409
1060,2020-05-31,Mumbai,2839
1061,2020-01-08,Mumbai,9967
1062,2020-01-29,Delhi,5309
1063,2020-04-19,Mumbai,7548
1064,2020-02-15,Kolkata,6444
1065,2020-01-25,Mumbai,7390
1066,2020-05-05,Kolkata,2551
1067,2020-01-22,Mumbai,5634
1068,2020-04-16,Banglore,7587
1069,2020-03-30,Mumbai,3287
1070,2020-01-07,Mumbai,6888
1071,2020-05-08,Delhi,6827
1072,2020-04-20,Mumbai,8882
1073,2020-01-19,Kolkata,3225
1074,2020-04-03,Banglore,7848
1075,2020-05-20,Mumbai,2617
1076,2020-03-22,Banglore,9410
1077,2020-04-20,Kolkata,7044
1078,2020-01-18,Kolkata,3538
1079,2020-04-03,Mumbai,9150
1080,2020-05-13,Banglore,6647
1081,2020-04-02,Delhi,4126
1082,2020-02-08,Kolkata,2182
1083,2020-04-06,Delhi,2619
1084,2020-02-05,Banglore,3472
1085,2020-05-08,Kolkata,2453
1086,2020-05-15,Delhi,5563
1087,2020-02-09,Mumbai,8100
1088,2020-02-01,Banglore,8438
1089,2020-03-10,Delhi,7227
1090,2020-02-27,Delhi,9446
1091,2020-04-25,Mumbai,4245
1092,2020-03-27,Mumbai,7630
1093,2020-01-27,Banglore,7737
1094,2020-05-17,Delhi,3954
1095,2020-01-09,Delhi,3108
1096,2020-05-06,Mumbai,8556
1097,2020-05-25,Delhi,2274
1098,2020-01-20,Delhi,6513
1099,2020-02-03,Banglore,4301
1100,2020-04-13,Mumbai,7949
1101,2020-03-03,Banglore,6990
1102,2020-01-07,Kolkata,5767
1103,2020-01-31,Delhi,7062
1104,2020-04-02,Delhi,2499
1105,2020-05-01,Kolkata,2505
1106,2020-04-27,Mumbai,3627
1107,2020-03-25,Delhi,3852
1108,2020-02-15,Kolkata,5489
1109,2020-01-06,Delhi,2447
1110,2020-05-28,Kolkata,4674
1111,2020-04-11,Kolkata,2817
1112,2020-04-09,Delhi,3399
1113,2020-01-15,Kolkata,2176
1114,2020-05-07,Banglore,9695
1115,2020-03-09,Delhi,2932
1116,2020-03-01,Delhi,4671
1117,2020-05-11,Banglore,4221
1118,2020-03-18,Banglore,6541
1119,2020-02-17,Banglore,2732
1120,2020-04-02,Kolkata,9225
1121,2020-01-26,Banglore,2015
1122,2020-03-26,Banglore,3215
1123,2020-01-29,Delhi,4651
1124,2020-01-29,Mumbai,5982
1125,2020-05-06,Kolkata,7764
1126,2020-01-12,Kolkata,2917
1127,2020-02-12,Delhi,2294
1128,2020-02-26,Delhi,5176
1129,2020-05-26,Delhi,2497
1130,2020-01-17,Mumbai,9936
1131,2020-01-28,Kolkata,5910
1132,2020-03-28,Mumbai,5633
1133,2020-04-02,Banglore,2309
1134,2020-03-30,Delhi,6815
1135,2020-01-26,Mumbai,3425
1136,2020-02-28,Banglore,6324
1137,2020-03-05,Kolkata,3644
1138,2020-01-17,Delhi,5683
1139,2020-03-16,Kolkata,8719
1140,2020-04-15,Banglore,2528
1141,2020-01-15,Delhi,3536
1142,2020-05-18,Delhi,6171
1143,2020-03-09,Kolkata,8912
1144,2020-03-01,Kolkata,5379
1145,2020-05-23,Kolkata,3644
1146,2020-05-29,Banglore,4666
1147,2020-05-30,Banglore,9575
1148,2020-05-30,Banglore,3431
1149,2020-05-19,Mumbai,2228
1150,2020-03-18,Kolkata,5468
1151,2020-04-23,Banglore,6904
1152,2020-04-13,Mumbai,7858
1153,2020-03-24,Delhi,8485
1154,2020-03-13,Mumbai,9686
1155,2020-01-22,Delhi,7282
1156,2020-05-26,Banglore,9803
1157,2020-05-07,Banglore,9881
1158,2020-02-08,Banglore,7595
1159,2020-03-11,Delhi,8116
1160,2020-02-22,Kolkata,2434
1161,2020-04-05,Mumbai,9971
1162,2020-05-12,Delhi,7248
1163,2020-04-22,Banglore,4144
1164,2020-05-03,Delhi,2770
1165,2020-05-27,Delhi,5378
1166,2020-05-03,Kolkata,4151
1167,2020-04-28,Mumbai,4437
1168,2020-03-28,Banglore,8086
1169,2020-03-01,Banglore,3469
1170,2020-01-08,Delhi,7501
1171,2020-04-02,Delhi,3421
1172,2020-01-27,Mumbai,5135
1173,2020-04-25,Delhi,3934
1174,2020-02-11,Banglore,6808
1175,2020-03-06,Delhi,6969
1176,2020-01-30,Delhi,9454
1177,2020-04-04,Delhi,2488
1178,2020-05-16,Banglore,6364
1179,2020-04-20,Mumbai,7458
1180,2020-04-07,Delhi,3635
1181,2020-04-27,Mumbai,2496
1182,2020-02-20,Mumbai,4409
1183,2020-03-14,Kolkata,3151
1184,2020-05-08,Kolkata,6136
1185,2020-03-27,Kolkata,4401
1186,2020-02-24,Delhi,9173
1187,2020-05-23,Kolkata,3231
1188,2020-02-07,Delhi,7548
1189,2020-04-20,Delhi,2525
1190,2020-03-27,Delhi,2715
1191,2020-05-20,Kolkata,7957
1192,2020-04-08,Delhi,9677
1193,2020-02-06,Mumbai,5093
1194,2020-03-03,Kolkata,4360
1195,2020-02-20,Banglore,9568
1196,2020-01-02,Kolkata,4824
1197,2020-03-06,Kolkata,6019
1198,2020-03-16,Mumbai,5961
1199,2020-01-23,Kolkata,3181
1200,2020-04-05,Banglore,7824
1201,2020-04-23,Kolkata,2895
1202,2020-02-08,Banglore,5705
1203,2020-01-16,Delhi,7169
1204,2020-05-27,Kolkata,2550
1205,2020-02-08,Kolkata,6683
1206,2020-04-25,Mumbai,6351
1207,2020-04-01,Delhi,3742
1208,2020-02-13,Delhi,2759
1209,2020-03-20,Delhi,7680
1210,2020-02-19,Delhi,8133
1211,2020-03-05,Kolkata,2002
1212,2020-05-31,Delhi,8004
1213,2020-03-20,Mumbai,6937
1214,2020-01-17,Banglore,3633
1215,2020-02-17,Banglore,4913
1216,2020-05-02,Kolkata,8678
1217,2020-01-08,Mumbai,4087
1218,2020-02-19,Delhi,6500
1219,2020-01-19,Delhi,5549
1220,2020-04-10,Banglore,8131
1221,2020-02-27,Banglore,7560
1222,2020-01-12,Kolkata,6736
1223,2020-04-10,Delhi,4450
1224,2020-03-03,Banglore,8204
1225,2020-03-08,Kolkata,5994
1226,2020-02-03,Kolkata,2696
1227,2020-02-01,Banglore,9504
1228,2020-04-13,Delhi,8370
1229,2020-01-15,Mumbai,5214
1230,2020-02-09,Mumbai,3040
1231,2020-03-31,Kolkata,9479
1232,2020-04-13,Banglore,2230
1233,2020-04-11,Mumbai,5017
1234,2020-03-31,Banglore,5172
1235,2020-05-04,Delhi,7637
1236,2020-01-05,Kolkata,6973
1237,2020-01-11,Kolkata,8342
1238,2020-05-29,Mumbai,3830
1239,2020-05-04,Delhi,5090
1240,2020-03-03,Banglore,7010
1241,2020-05-21,Banglore,6452
1242,2020-05-02,Kolkata,2668
1243,2020-01-13,Banglore,3737
1244,2020-04-04,Delhi,4387
1245,2020-01-06,Banglore,8702
1246,2020-05-16,Kolkata,2133
1247,2020-02-01,Delhi,6101
1248,2020-02-07,Delhi,9270
1249,2020-01-09,Delhi,4130
1250,2020-02-17,Banglore,5308
1251,2020-01-29,Mumbai,8303
1252,2020-03-13,Banglore,3420
1253,2020-04-16,Mumbai,4042
1254,2020-03-15,Kolkata,5668
1255,2020-04-07,Kolkata,6388
1256,2020-03-05,Banglore,6163
1257,2020-01-18,Kolkata,8629
1258,2020-02-20,Kolkata,6769
1259,2020-02-26,Mumbai,8710
1260,2020-03-02,Kolkata,6147
1261,2020-04-20,Kolkata,3585
1262,2020-05-02,Kolkata,3968
1263,2020-05-04,Mumbai,5666
1264,2020-04-08,Kolkata,8837
1265,2020-04-28,Delhi,6908
1266,2020-03-02,Kolkata,4927
1267,2020-01-28,Kolkata,5737
1268,2020-05-27,Delhi,7158
1269,2020-04-08,Mumbai,7485
1270,2020-02-02,Mumbai,8984
1271,2020-01-19,Banglore,3345
1272,2020-03-02,Kolkata,8865
1273,2020-01-17,Mumbai,8103
1274,2020-04-23,Kolkata,3528
1275,2020-04-25,Kolkata,3855
1276,2020-03-25,Mumbai,5641
1277,2020-04-17,Banglore,3051
1278,2020-03-08,Banglore,5161
1279,2020-03-14,Banglore,2667
1280,2020-05-24,Kolkata,6309
1281,2020-05-18,Delhi,3969
1282,2020-03-09,Delhi,9359
1283,2020-01-04,Delhi,7132
1284,2020-03-29,Kolkata,3020
1285,2020-01-01,Banglore,2128
1286,2020-02-24,Kolkata,7053
1287,2020-02-25,Mumbai,9237
1288,2020-02-11,Banglore,9391
1289,2020-02-24,Mumbai,6200
1290,2020-01-21,Delhi,3451
1291,2020-05-24,Banglore,9713
1292,2020-04-18,Banglore,8554
1293,2020-05-07,Banglore,7891
1294,2020-02-13,Mumbai,8942
1295,2020-01-06,Mumbai,7125
1296,2020-05-01,Banglore,6236
1297,2020-04-17,Delhi,8418
1298,2020-04-01,Kolkata,8957
1299,2020-04-30,Kolkata,3292
1300,2020-01-10,Delhi,2457
1301,2020-03-06,Mumbai,5772
1302,2020-05-20,Banglore,4551
1303,2020-01-19,Delhi,3693
1304,2020-01-04,Kolkata,4036
1305,2020-05-12,Banglore,9147
1306,2020-04-17,Banglore,2542
1307,2020-05-05,Banglore,2250
1308,2020-05-01,Banglore,5265
1309,2020-01-01,Delhi,6572
1310,2020-02-24,Banglore,9050
1311,2020-01-16,Kolkata,2706
1312,2020-01-26,Kolkata,5346
1313,2020-02-21,Mumbai,4819
1314,2020-01-14,Delhi,6204
1315,2020-03-30,Delhi,4467
1316,2020-03-20,Banglore,3639
1317,2020-01-02,Kolkata,2867
1318,2020-05-27,Mumbai,5687
1319,2020-01-27,Kolkata,2116
1320,2020-01-05,Kolkata,7854
1321,2020-05-28,Banglore,7145
1322,2020-03-23,Mumbai,4263
1323,2020-04-26,Delhi,5159
1324,2020-05-18,Delhi,5725
1325,2020-02-28,Banglore,6326
1326,2020-05-13,Delhi,3387
1327,2020-05-05,Kolkata,3506
1328,2020-03-11,Mumbai,6227
1329,2020-05-19,Mumbai,9638
1330,2020-01-29,Mumbai,8165
1331,2020-02-10,Banglore,8534
1332,2020-03-04,Mumbai,6082
1333,2020-04-14,Delhi,5117
1334,2020-05-16,Banglore,7006
1335,2020-03-03,Kolkata,3798
1336,2020-03-09,Mumbai,6207
1337,2020-04-09,Banglore,7714
1338,2020-01-18,Mumbai,2183
1339,2020-04-04,Banglore,3500
1340,2020-03-27,Kolkata,8000
1341,2020-02-14,Kolkata,5147
1342,2020-04-11,Banglore,2305
1343,2020-05-25,Mumbai,2099
1344,2020-03-20,Mumbai,3223
1345,2020-03-29,Kolkata,4318
1346,2020-05-23,Delhi,8770
1347,2020-04-19,Delhi,6035
1348,2020-01-02,Kolkata,7772
1349,2020-02-08,Kolkata,6016
1350,2020-03-21,Kolkata,7095
1351,2020-04-03,Mumbai,9626
1352,2020-04-10,Banglore,4168
1353,2020-03-13,Banglore,9201
1354,2020-01-12,Delhi,4502
1355,2020-05-01,Banglore,2197
1356,2020-03-18,Delhi,7018
1357,2020-01-26,Banglore,3452
1358,2020-05-24,Mumbai,9533
1359,2020-03-11,Mumbai,8781
1360,2020-02-18,Delhi,5926
1361,2020-03-14,Mumbai,7307
1362,2020-02-24,Banglore,7556
1363,2020-02-08,Mumbai,6409
1364,2020-02-23,Delhi,5606
1365,2020-02-23,Delhi,9958
1366,2020-04-30,Banglore,2571
1367,2020-02-13,Kolkata,5955
1368,2020-05-12,Kolkata,3492
1369,2020-02-11,Kolkata,2200
1370,2020-02-29,Banglore,2309
1371,2020-05-06,Delhi,4678
1372,2020-01-28,Banglore,2158
1373,2020-02-15,Banglore,2576
1374,2020-02-11,Mumbai,9729
1375,2020-05-08,Mumbai,8220
1376,2020-02-10,Delhi,7607
1377,2020-03-20,Kolkata,2155
1378,2020-05-29,Delhi,2302
1379,2020-03-07,Banglore,3258
1380,2020-03-30,Kolkata,8453
1381,2020-02-11,Delhi,6739
1382,2020-03-10,Kolkata,7373
1383,2020-04-19,Banglore,9443
1384,2020-03-27,Mumbai,4085
1385,2020-01-18,Banglore,7538
1386,2020-05-21,Banglore,9876
1387,2020-04-15,Delhi,5697
1388,2020-04-05,Mumbai,9788
1389,2020-01-17,Kolkata,2917
1390,2020-02-17,Banglore,5974
1391,2020-02-23,Kolkata,7915
1392,2020-02-12,Kolkata,8964
1393,2020-02-17,Kolkata,9951
1394,2020-05-08,Delhi,7719
1395,2020-05-13,Delhi,4719
1396,2020-01-08,Kolkata,9850
1397,2020-01-22,Kolkata,2650
1398,2020-03-15,Delhi,2699
1399,2020-05-29,Kolkata,2032
1400,2020-04-22,Delhi,4144
1401,2020-01-23,Delhi,3627
1402,2020-03-13,Delhi,7178
1403,2020-05-04,Banglore,8753
1404,2020-02-19,Banglore,6792
1405,2020-01-11,Mumbai,6333
1406,2020-05-06,Kolkata,7072
1407,2020-04-13,Kolkata,2626
1408,2020-03-18,Kolkata,3169
1409,2020-01-09,Delhi,7502
1410,2020-01-14,Kolkata,9788
1411,2020-03-08,Delhi,7172
1412,2020-05-11,Banglore,8881
1413,2020-03-11,Mumbai,3950
1414,2020-05-11,Delhi,6465
1415,2020-04-06,Banglore,3458
1416,2020-05-17,Kolkata,8491
1417,2020-02-22,Kolkata,2440
1418,2020-05-19,Mumbai,8492
1419,2020-04-27,Delhi,2889
1420,2020-01-10,Delhi,7980
1421,2020-05-04,Delhi,9572
1422,2020-04-04,Kolkata,2520
1423,2020-04-27,Mumbai,6807
1424,2020-01-08,Delhi,9253
1425,2020-01-25,Mumbai,7126
1426,2020-01-07,Banglore,4988
1427,2020-04-08,Mumbai,8411
1428,2020-05-03,Kolkata,2478
1429,2020-05-16,Kolkata,5939
1430,2020-05-06,Banglore,5130
1431,2020-02-13,Kolkata,8103
1432,2020-04-15,Delhi,8741
1433,2020-01-14,Mumbai,4329
1434,2020-04-24,Kolkata,5915
1435,2020-04-30,Banglore,3196
1436,2020-01-06,Mumbai,3502
1437,2020-02-26,Delhi,3570
1438,2020-04-22,Banglore,8191
1439,2020-01-02,Kolkata,5383
1440,2020-03-04,Mumbai,3686
1441,2020-01-08,Mumbai,9174
1442,2020-01-26,Banglore,3226
1443,2020-01-02,Mumbai,9553
1444,2020-01-11,Kolkata,7711
1445,2020-03-31,Delhi,4861
1446,2020-05-09,Mumbai,2381
1447,2020-03-14,Kolkata,2739
1448,2020-05-01,Banglore,7776
1449,2020-03-31,Delhi,6893
1450,2020-02-29,Banglore,6936
1451,2020-05-18,Banglore,2586
1452,2020-05-19,Banglore,3778
1453,2020-04-22,Banglore,6811
1454,2020-05-22,Delhi,3426
1455,2020-05-29,Banglore,3382
1456,2020-05-19,Banglore,8432
1457,2020-05-20,Kolkata,6920
1458,2020-03-31,Mumbai,8490
1459,2020-01-08,Mumbai,3504
1460,2020-03-16,Kolkata,7401
1461,2020-03-14,Delhi,4630
1462,2020-03-01,Mumbai,5704
1463,2020-02-21,Kolkata,2037
1464,2020-05-11,Delhi,2602
1465,2020-01-29,Kolkata,4935
1466,2020-01-31,Banglore,4333
1467,2020-02-06,Mumbai,4618
1468,2020-04-25,Mumbai,5941
1469,2020-05-17,Delhi,9642
1470,2020-04-04,Delhi,3447
1471,2020-03-12,Banglore,9857
1472,2020-02-06,Delhi,6394
1473,2020-05-29,Mumbai,3825
1474,2020-01-20,Kolkata,7413
1475,2020-03-07,Kolkata,7890
1476,2020-02-25,Mumbai,9834
1477,2020-05-30,Kolkata,7748
1478,2020-03-09,Mumbai,7920
1479,2020-05-06,Delhi,8194
1480,2020-03-13,Kolkata,9282
1481,2020-02-03,Delhi,6216
1482,2020-05-04,Kolkata,5761
1483,2020-05-19,Banglore,6559
1484,2020-03-25,Mumbai,8808
1485,2020-02-23,Mumbai,2096
1486,2020-01-05,Delhi,3766
1487,2020-05-19,Kolkata,8319
1488,2020-05-06,Banglore,7837
1489,2020-04-11,Banglore,6725
1490,2020-03-17,Mumbai,4240
1491,2020-05-31,Kolkata,6776
1492,2020-05-16,Mumbai,3117
1493,2020-03-01,Mumbai,9088
1494,2020-02-09,Mumbai,6104
1495,2020-02-23,Kolkata,2633
1496,2020-02-18,Delhi,6058
1497,2020-03-26,Kolkata,8205
1498,2020-04-25,Delhi,8915
1499,2020-04-21,Mumbai,8238
1500,2020-03-20,Delhi,3268
1501,2020-01-22,Banglore,4614
1502,2020-02-29,Kolkata,6840
1503,2020-02-29,Banglore,6713
1504,2020-02-19,Banglore,3195
1505,2020-04-01,Kolkata,2806
1506,2020-02-13,Kolkata,4595
1507,2020-05-22,Delhi,9583
1508,2020-04-11,Kolkata,9736
1509,2020-05-12,Kolkata,7749
1510,2020-04-21,Kolkata,4693
1511,2020-03-17,Mumbai,6755
1512,2020-03-27,Delhi,4485
1513,2020-03-31,Mumbai,7950
1514,2020-03-12,Delhi,2918
1515,2020-01-21,Kolkata,2632
1516,2020-04-09,Mumbai,2822
1517,2020-03-22,Banglore,6713
1518,2020-05-06,Banglore,7884
1519,2020-03-07,Kolkata,6884
1520,2020-03-08,Mumbai,9605
1521,2020-04-03,Delhi,6973
1522,2020-03-07,Banglore,9222
1523,2020-03-02,Delhi,9860
1524,2020-01-07,Kolkata,4814
1525,2020-03-13,Delhi,2515
1526,2020-05-21,Delhi,2805
1527,2020-01-22,Kolkata,9457
1528,2020-01-08,Kolkata,4177
1529,2020-03-27,Delhi,3667
1530,2020-01-09,Mumbai,6808
1531,2020-02-08,Mumbai,6117
1532,2020-01-09,Delhi,6843
1533,2020-04-12,Delhi,2682
1534,2020-03-19,Kolkata,7445
1535,2020-03-01,Banglore,3993
1536,2020-01-10,Banglore,3626
1537,2020-02-02,Banglore,8172
1538,2020-04-11,Delhi,9238
1539,2020-03-28,Delhi,6556
1540,2020-01-25,Kolkata,4497
1541,2020-05-25,Delhi,5721
1542,2020-04-16,Delhi,5599
1543,2020-01-14,Mumbai,6079
1544,2020-03-10,Delhi,9768
1545,2020-03-01,Mumbai,6411
1546,2020-04-09,Kolkata,8834
1547,2020-02-14,Kolkata,6806
1548,2020-03-08,Kolkata,2936
1549,2020-04-11,Kolkata,6791
1550,2020-01-25,Banglore,8036
1551,2020-02-26,Banglore,8662
1552,2020-04-14,Kolkata,4323
1553,2020-03-02,Banglore,5073
1554,2020-03-26,Delhi,6848
1555,2020-01-19,Banglore,5970
1556,2020-05-02,Mumbai,2620
1557,2020-02-11,Delhi,2850
1558,2020-05-02,Mumbai,6995
1559,2020-04-28,Banglore,7181
1560,2020-04-08,Kolkata,6727
1561,2020-04-02,Kolkata,4754
1562,2020-04-22,Kolkata,6726
1563,2020-03-02,Banglore,7190
1564,2020-01-26,Delhi,6542
1565,2020-05-28,Kolkata,9452
